股票名称,周期,时间,strategy_id,strategy_name,strategy_mode,strategy_status,是否命中,trigger_bar,reason,推送状态,图
BILI,4h,2026-03-08 17:04:38,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
BILI,4h,2026-03-08 17:04:38,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
CONI,1h,2026-03-08 17:05:39,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
CONI,1h,2026-03-08 17:05:39,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CONI,1h,2026-03-08 17:05:39,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
CONI,1h,2026-03-08 17:05:39,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
CONI,1h,2026-03-08 17:05:39,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
CONI,2h,2026-03-08 17:06:30,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
CONI,2h,2026-03-08 17:06:30,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CONI,2h,2026-03-08 17:06:30,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
CONI,2h,2026-03-08 17:06:30,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,already_active,none,
CONI,2h,2026-03-08 17:06:30,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
CONI,3h,2026-03-08 17:07:14,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
CONI,3h,2026-03-08 17:07:14,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CONI,3h,2026-03-08 17:07:14,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
CONI,3h,2026-03-08 17:07:14,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,already_active,none,
CONI,3h,2026-03-08 17:07:14,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
CONI,4h,2026-03-08 17:08:39,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
CONI,4h,2026-03-08 17:08:39,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CONI,4h,2026-03-08 17:08:39,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
CONI,4h,2026-03-08 17:08:39,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
CONI,4h,2026-03-08 17:08:39,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
CORD,1h,2026-03-08 17:09:18,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
CORD,1h,2026-03-08 17:09:18,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CORD,1h,2026-03-08 17:09:18,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
CORD,1h,2026-03-08 17:09:18,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
CORD,1h,2026-03-08 17:09:18,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
CORD,2h,2026-03-08 17:10:05,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
CORD,2h,2026-03-08 17:10:05,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CORD,2h,2026-03-08 17:10:05,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
CORD,2h,2026-03-08 17:10:05,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,purple_ratio_low,none,
CORD,2h,2026-03-08 17:10:05,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
CORD,3h,2026-03-08 17:10:49,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
CORD,3h,2026-03-08 17:10:49,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CORD,3h,2026-03-08 17:10:49,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
CORD,3h,2026-03-08 17:10:49,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,already_active,none,
CORD,3h,2026-03-08 17:10:49,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
CORD,4h,2026-03-08 17:11:40,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
CORD,4h,2026-03-08 17:11:40,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CORD,4h,2026-03-08 17:11:40,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
CORD,4h,2026-03-08 17:11:40,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,already_active,none,
CORD,4h,2026-03-08 17:11:40,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
CRCD,1h,2026-03-08 17:12:26,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
CRCD,1h,2026-03-08 17:12:26,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,template_miss,shadow,
CRCD,1h,2026-03-08 17:12:26,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
CRCD,1h,2026-03-08 17:12:26,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
CRCD,1h,2026-03-08 17:12:26,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
CRCD,2h,2026-03-08 17:13:25,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
CRCD,2h,2026-03-08 17:13:25,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCD,2h,2026-03-08 17:13:25,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
CRCD,2h,2026-03-08 17:13:25,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,already_active,none,
CRCD,2h,2026-03-08 17:13:25,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
CRCD,3h,2026-03-08 17:14:25,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
CRCD,3h,2026-03-08 17:14:25,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCD,3h,2026-03-08 17:14:25,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
CRCD,3h,2026-03-08 17:14:25,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,already_active,none,
CRCD,3h,2026-03-08 17:14:25,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
CRCD,4h,2026-03-08 17:15:37,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
CRCD,4h,2026-03-08 17:15:37,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCD,4h,2026-03-08 17:15:37,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
CRCD,4h,2026-03-08 17:15:37,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
CRCD,4h,2026-03-08 17:15:37,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
CRCL,1h,2026-03-08 17:17:07,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
CRCL,1h,2026-03-08 17:17:07,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCL,1h,2026-03-08 17:17:07,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
CRCL,1h,2026-03-08 17:17:07,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
CRCL,1h,2026-03-08 17:17:07,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
CRCL,2h,2026-03-08 17:18:20,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
CRCL,2h,2026-03-08 17:18:20,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCL,2h,2026-03-08 17:18:20,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
CRCL,2h,2026-03-08 17:18:20,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
CRCL,2h,2026-03-08 17:18:20,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
CRCL,3h,2026-03-08 17:19:30,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
CRCL,3h,2026-03-08 17:19:30,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCL,3h,2026-03-08 17:19:30,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
CRCL,3h,2026-03-08 17:19:30,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
CRCL,3h,2026-03-08 17:19:30,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
CRCL,4h,2026-03-08 17:20:12,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
CRCL,4h,2026-03-08 17:20:12,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRCL,4h,2026-03-08 17:20:12,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
CRCL,4h,2026-03-08 17:20:12,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,already_active,none,
CRCL,4h,2026-03-08 17:20:12,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
CRDO,1h,2026-03-08 17:20:42,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
CRDO,1h,2026-03-08 17:20:42,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRDO,1h,2026-03-08 17:20:42,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
CRDO,1h,2026-03-08 17:20:42,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
CRDO,1h,2026-03-08 17:20:42,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
CRDO,2h,2026-03-08 17:21:14,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
CRDO,2h,2026-03-08 17:21:14,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRDO,2h,2026-03-08 17:21:14,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
CRDO,2h,2026-03-08 17:21:14,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
CRDO,2h,2026-03-08 17:21:14,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
CRDO,3h,2026-03-08 17:22:29,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
CRDO,3h,2026-03-08 17:22:29,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRDO,3h,2026-03-08 17:22:29,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
CRDO,3h,2026-03-08 17:22:29,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
CRDO,3h,2026-03-08 17:22:29,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
CRDO,4h,2026-03-08 17:22:57,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
CRDO,4h,2026-03-08 17:22:57,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRDO,4h,2026-03-08 17:22:57,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
CRDO,4h,2026-03-08 17:22:57,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
CRDO,4h,2026-03-08 17:22:57,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
CRML,1h,2026-03-08 17:23:16,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
CRML,1h,2026-03-08 17:23:16,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRML,1h,2026-03-08 17:23:16,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
CRML,1h,2026-03-08 17:23:16,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
CRML,1h,2026-03-08 17:23:16,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
CRML,2h,2026-03-08 17:23:37,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
CRML,2h,2026-03-08 17:23:37,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRML,2h,2026-03-08 17:23:37,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
CRML,2h,2026-03-08 17:23:37,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
CRML,2h,2026-03-08 17:23:37,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
CRML,3h,2026-03-08 17:23:58,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
CRML,3h,2026-03-08 17:23:58,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRML,3h,2026-03-08 17:23:58,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
CRML,3h,2026-03-08 17:23:58,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
CRML,3h,2026-03-08 17:23:58,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
CRML,4h,2026-03-08 17:24:55,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
CRML,4h,2026-03-08 17:24:55,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
CRML,4h,2026-03-08 17:24:55,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
CRML,4h,2026-03-08 17:24:55,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
CRML,4h,2026-03-08 17:24:55,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
DJT,1h,2026-03-08 17:25:18,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
DJT,1h,2026-03-08 17:25:18,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DJT,1h,2026-03-08 17:25:18,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
DJT,1h,2026-03-08 17:25:18,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
DJT,1h,2026-03-08 17:25:18,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
DJT,2h,2026-03-08 17:26:49,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
DJT,2h,2026-03-08 17:26:49,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DJT,2h,2026-03-08 17:26:49,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
DJT,2h,2026-03-08 17:26:49,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
DJT,2h,2026-03-08 17:26:49,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
DJT,3h,2026-03-08 17:27:29,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
DJT,3h,2026-03-08 17:27:29,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DJT,3h,2026-03-08 17:27:29,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
DJT,3h,2026-03-08 17:27:29,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
DJT,3h,2026-03-08 17:27:29,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
DJT,4h,2026-03-08 17:29:01,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
DJT,4h,2026-03-08 17:29:01,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DJT,4h,2026-03-08 17:29:01,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
DJT,4h,2026-03-08 17:29:01,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
DJT,4h,2026-03-08 17:29:01,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
DPST,1h,2026-03-08 17:30:11,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
DPST,1h,2026-03-08 17:30:11,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,template_miss,shadow,
DPST,1h,2026-03-08 17:30:11,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
DPST,1h,2026-03-08 17:30:11,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
DPST,1h,2026-03-08 17:30:11,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
DPST,2h,2026-03-08 17:30:48,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
DPST,2h,2026-03-08 17:30:48,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DPST,2h,2026-03-08 17:30:48,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
DPST,2h,2026-03-08 17:30:48,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
DPST,2h,2026-03-08 17:30:48,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
DPST,3h,2026-03-08 17:31:12,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
DPST,3h,2026-03-08 17:31:12,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DPST,3h,2026-03-08 17:31:12,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
DPST,3h,2026-03-08 17:31:12,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
DPST,3h,2026-03-08 17:31:12,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
DPST,4h,2026-03-08 17:31:32,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
DPST,4h,2026-03-08 17:31:32,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
DPST,4h,2026-03-08 17:31:32,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
DPST,4h,2026-03-08 17:31:32,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,purple_ratio_low,none,
DPST,4h,2026-03-08 17:31:32,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
INTC,1h,2026-03-08 17:32:10,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
INTC,1h,2026-03-08 17:32:10,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
INTC,1h,2026-03-08 17:32:10,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
INTC,1h,2026-03-08 17:32:10,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
INTC,1h,2026-03-08 17:32:10,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
INTC,2h,2026-03-08 17:32:50,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
INTC,2h,2026-03-08 17:32:50,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
INTC,2h,2026-03-08 17:32:50,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
INTC,2h,2026-03-08 17:32:50,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
INTC,2h,2026-03-08 17:32:50,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
INTC,3h,2026-03-08 17:34:13,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
INTC,3h,2026-03-08 17:34:13,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
INTC,3h,2026-03-08 17:34:13,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
INTC,3h,2026-03-08 17:34:13,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
INTC,3h,2026-03-08 17:34:13,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
INTC,4h,2026-03-08 17:34:31,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
INTC,4h,2026-03-08 17:34:31,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
INTC,4h,2026-03-08 17:34:31,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
INTC,4h,2026-03-08 17:34:31,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,already_active,none,
INTC,4h,2026-03-08 17:34:31,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
KOLD,1h,2026-03-08 17:35:20,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
KOLD,1h,2026-03-08 17:35:20,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
KOLD,1h,2026-03-08 17:35:20,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
KOLD,1h,2026-03-08 17:35:20,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
KOLD,1h,2026-03-08 17:35:20,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
KOLD,2h,2026-03-08 17:35:45,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
KOLD,2h,2026-03-08 17:35:45,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
KOLD,2h,2026-03-08 17:35:45,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
KOLD,2h,2026-03-08 17:35:45,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
KOLD,2h,2026-03-08 17:35:45,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
KOLD,3h,2026-03-08 17:36:58,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
KOLD,3h,2026-03-08 17:36:58,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
KOLD,3h,2026-03-08 17:36:58,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
KOLD,3h,2026-03-08 17:36:58,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
KOLD,3h,2026-03-08 17:36:58,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
KOLD,4h,2026-03-08 17:37:20,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
KOLD,4h,2026-03-08 17:37:20,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
KOLD,4h,2026-03-08 17:37:20,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
KOLD,4h,2026-03-08 17:37:20,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,template_miss,none,
KOLD,4h,2026-03-08 17:37:20,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
LMND,1h,2026-03-08 17:38:12,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
LMND,1h,2026-03-08 17:38:12,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
LMND,1h,2026-03-08 17:38:12,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
LMND,1h,2026-03-08 17:38:12,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
LMND,1h,2026-03-08 17:38:12,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
LMND,2h,2026-03-08 17:38:51,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
LMND,2h,2026-03-08 17:38:51,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
LMND,2h,2026-03-08 17:38:51,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
LMND,2h,2026-03-08 17:38:51,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,already_active,none,
LMND,2h,2026-03-08 17:38:51,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
LMND,3h,2026-03-08 17:40:19,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
LMND,3h,2026-03-08 17:40:19,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,template_miss,shadow,
LMND,3h,2026-03-08 17:40:19,buy_purple_bottom,紫抄,shadow,no_hit,否,164162,template_miss,shadow,
LMND,3h,2026-03-08 17:40:19,sell_purple_cry,紫色哭脸,live,no_hit,否,164162,template_miss,none,
LMND,3h,2026-03-08 17:40:19,sell_purple_exit,紫色卖出,shadow,no_hit,否,164162,template_miss,shadow,
LMND,4h,2026-03-08 17:40:51,buy_core,笑笑砖策略,live,no_hit,否,123121,pattern_not_met,none,
LMND,4h,2026-03-08 17:40:51,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,red_ratio_low,shadow,
LMND,4h,2026-03-08 17:40:51,buy_purple_bottom,紫抄,shadow,no_hit,否,123121,template_miss,shadow,
LMND,4h,2026-03-08 17:40:51,sell_purple_cry,紫色哭脸,live,no_hit,否,123121,already_active,none,
LMND,4h,2026-03-08 17:40:51,sell_purple_exit,紫色卖出,shadow,no_hit,否,123121,template_miss,shadow,
MP,1h,2026-03-08 17:41:46,buy_core,笑笑砖策略,live,no_hit,否,492488,pattern_not_met,none,
MP,1h,2026-03-08 17:41:46,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,template_miss,shadow,
MP,1h,2026-03-08 17:41:46,buy_purple_bottom,紫抄,shadow,no_hit,否,492488,template_miss,shadow,
MP,1h,2026-03-08 17:41:46,sell_purple_cry,紫色哭脸,live,no_hit,否,492488,template_miss,none,
MP,1h,2026-03-08 17:41:46,sell_purple_exit,紫色卖出,shadow,no_hit,否,492488,template_miss,shadow,
MP,2h,2026-03-08 17:42:40,buy_core,笑笑砖策略,live,no_hit,否,246243,pattern_not_met,none,
MP,2h,2026-03-08 17:42:40,buy_plus_red_diamond,买+红砖石,shadow,no_hit,否,,template_miss,shadow,
MP,2h,2026-03-08 17:42:40,buy_purple_bottom,紫抄,shadow,no_hit,否,246243,template_miss,shadow,
MP,2h,2026-03-08 17:42:40,sell_purple_cry,紫色哭脸,live,no_hit,否,246243,template_miss,none,
MP,2h,2026-03-08 17:42:40,sell_purple_exit,紫色卖出,shadow,no_hit,否,246243,template_miss,shadow,
MP,3h,2026-03-08 17:43:43,buy_core,笑笑砖策略,live,no_hit,否,164162,pattern_not_met,none,
